"","Year","Month","Rain","Site","Spring"
"4096","2005","10",66,"Spring Hill",1
"4097","2005","11",58.4,"Spring Hill",1
"4098","2005","12",40.8,"Spring Hill",1
"4099","2006","1",35.8,"Spring Hill",0
"4100","2006","2",10.6,"Spring Hill",0
"4101","2006","3",19,"Spring Hill",0
"4102","2006","4",42.4,"Spring Hill",0
"4103","2006","5",29.6,"Spring Hill",0
"4104","2006","6",15,"Spring Hill",0
"4105","2006","7",55.8,"Spring Hill",1
"4106","2006","8",24.4,"Spring Hill",1
"4107","2006","9",39.4,"Spring Hill",1
"4108","2006","10",1.8,"Spring Hill",1
"4109","2006","11",35.6,"Spring Hill",1
"4110","2006","12",10.8,"Spring Hill",1
"4111","2007","1",24.6,"Spring Hill",0
"4112","2007","2",34,"Spring Hill",0
"4113","2007","3",47.8,"Spring Hill",0
"4114","2007","4",46.2,"Spring Hill",0
"4115","2007","5",101,"Spring Hill",0
"4116","2007","6",24.4,"Spring Hill",0
"4117","2007","7",77.4,"Spring Hill",1
"4118","2007","8",20,"Spring Hill",1
"4119","2007","9",28.8,"Spring Hill",1
"4120","2007","10",6.8,"Spring Hill",1
"4121","2007","11",36,"Spring Hill",1
"4122","2007","12",103.6,"Spring Hill",1
"4123","2008","1",21.6,"Spring Hill",0
"4124","2008","2",6.2,"Spring Hill",0
"4125","2008","3",21.2,"Spring Hill",0
"4126","2008","4",9.2,"Spring Hill",0
"4127","2008","5",36.6,"Spring Hill",0
"4128","2008","6",32.4,"Spring Hill",0
"4129","2008","7",93.6,"Spring Hill",1
"4130","2008","8",61.4,"Spring Hill",1
"4131","2008","9",13,"Spring Hill",1
"4132","2008","10",9,"Spring Hill",1
"4133","2008","11",56.4,"Spring Hill",1
"4134","2008","12",55.6,"Spring Hill",1
"4135","2009","1",0.2,"Spring Hill",0
"4136","2009","2",0.8,"Spring Hill",0
"4137","2009","3",28.8,"Spring Hill",0
"4138","2009","4",22,"Spring Hill",0
"4139","2009","5",23.4,"Spring Hill",0
"4140","2009","6",50,"Spring Hill",0
"4141","2009","7",78,"Spring Hill",1
"4142","2009","8",64.8,"Spring Hill",1
"4143","2009","9",80,"Spring Hill",1
"4144","2009","10",28.6,"Spring Hill",1
"4145","2009","11",75.6,"Spring Hill",1
"4146","2009","12",22.2,"Spring Hill",1
"4147","2010","1",15.2,"Spring Hill",0
"4148","2010","2",74,"Spring Hill",0
"4149","2010","3",104.2,"Spring Hill",0
"4150","2010","4",78.8,"Spring Hill",0
"4151","2010","5",58.4,"Spring Hill",0
"4152","2010","6",83.2,"Spring Hill",0
"4153","2010","7",80.8,"Spring Hill",1
"4154","2010","8",120.2,"Spring Hill",1
"4155","2010","9",94.6,"Spring Hill",1
"4156","2010","10",151.4,"Spring Hill",1
"4157","2010","11",164.2,"Spring Hill",1
"4158","2010","12",73,"Spring Hill",1
"4159","2011","1",176.2,"Spring Hill",0
"4160","2011","2",96.8,"Spring Hill",0
"4161","2011","3",68.4,"Spring Hill",0
"4162","2011","4",32.2,"Spring Hill",0
"4163","2011","5",20.2,"Spring Hill",0
"4164","2011","6",28.4,"Spring Hill",0
"4165","2011","7",50.8,"Spring Hill",1
"4166","2011","8",62,"Spring Hill",1
"4167","2011","9",49.6,"Spring Hill",1
"4168","2011","10",23.4,"Spring Hill",1
"4169","2011","11",68.6,"Spring Hill",1
"4170","2011","12",50.8,"Spring Hill",1
"4171","2012","1",38.2,"Spring Hill",0
"4172","2012","2",96.8,"Spring Hill",0
"4173","2012","3",100.6,"Spring Hill",0
"4174","2012","4",11.8,"Spring Hill",0
"4175","2012","5",32.2,"Spring Hill",0
"4176","2012","6",55.6,"Spring Hill",0
"4177","2012","7",73.8,"Spring Hill",1
"4178","2012","8",60.8,"Spring Hill",1
"4179","2012","9",32,"Spring Hill",1
"4180","2012","10",21.4,"Spring Hill",1
"4181","2012","11",12.4,"Spring Hill",1
"4182","2012","12",18.2,"Spring Hill",1
"4183","2013","1",0,"Spring Hill",0
"4184","2013","2",56.8,"Spring Hill",0
"4185","2013","3",30.6,"Spring Hill",0
"4186","2013","4",5.8,"Spring Hill",0
"4187","2013","5",45,"Spring Hill",0
"4188","2013","6",64,"Spring Hill",0
"4189","2013","7",92.6,"Spring Hill",1
"4190","2013","8",78.4,"Spring Hill",1
"4191","2013","9",83.8,"Spring Hill",1
"4192","2013","10",40.4,"Spring Hill",1
"4193","2013","11",41,"Spring Hill",1
"4194","2013","12",21.4,"Spring Hill",1
"4195","2014","1",8.2,"Spring Hill",0
"4196","2014","2",0.6,"Spring Hill",0
"4197","2014","3",68.6,"Spring Hill",0
"4198","2014","4",80,"Spring Hill",0
"4199","2014","5",44.8,"Spring Hill",0
"4200","2014","6",87.8,"Spring Hill",0
"4201","2014","7",55.8,"Spring Hill",1
"4202","2014","8",8.6,"Spring Hill",1
"4203","2014","9",51.2,"Spring Hill",1
"4204","2014","10",21.8,"Spring Hill",1
"4205","2014","11",41.6,"Spring Hill",1
"4206","2014","12",13.4,"Spring Hill",1
"4207","2014","12",13.4,"Spring Hill",1
"4208","2015","1",64.8,"Spring Hill",0
"4209","2015","2",23,"Spring Hill",0
"4210","2015","3",13.4,"Spring Hill",0
"4211","2015","4",18,"Spring Hill",0
"4212","2015","5",48.8,"Spring Hill",0
"4213","2015","5",48.8,"Spring Hill",0
"4214","2015","6",32.8,"Spring Hill",0
"4215","2015","6",32.8,"Spring Hill",0
"4216","2015","7",47.8,"Spring Hill",1
"4217","2015","8",17.2,"Spring Hill",1
"4218","2015","9",29.6,"Spring Hill",1
"4219","2015","10",15.3,"Spring Hill",1
"4220","2015","10",15.3,"Spring Hill",1
"4221","2015","11",39,"Spring Hill",1
"4222","2015","11",39,"Spring Hill",1
"4223","2015","12",17.2,"Spring Hill",1
"4224","2016","1",62,"Spring Hill",0
"4225","2016","1",62,"Spring Hill",0
"4226","2016","2",11.4,"Spring Hill",0
"4227","2016","3",46.6,"Spring Hill",0
"4228","2016","4",24.8,"Spring Hill",0
"4229","2016","5",94.2,"Spring Hill",0
"4230","2016","5",94.2,"Spring Hill",0
"4231","2016","6",69.8,"Spring Hill",0
"4232","2016","7",46.2,"Spring Hill",1
"4233","1996","1",79.4,"Sunbury",0
"4234","1996","2",133.4,"Sunbury",0
"4235","1996","3",32.2,"Sunbury",0
"4236","1996","4",50.8,"Sunbury",0
"4237","1996","5",45.8,"Sunbury",0
"4238","1996","6",50.6,"Sunbury",0
"4239","1996","7",43.8,"Sunbury",1
"4240","1996","8",28,"Sunbury",1
"4241","1996","9",76.2,"Sunbury",1
"4242","1996","10",30,"Sunbury",1
"4243","1996","11",48.6,"Sunbury",1
"4244","1996","12",11.8,"Sunbury",1
"4245","1997","1",23.4,"Sunbury",0
"4246","1997","2",3.2,"Sunbury",0
"4247","1997","3",8.6,"Sunbury",0
"4248","1997","4",7.4,"Sunbury",0
"4249","1997","5",43,"Sunbury",0
"4250","1997","6",29,"Sunbury",0
"4251","1997","7",20.6,"Sunbury",1
"4252","1997","8",15.8,"Sunbury",1
"4253","1997","9",47.6,"Sunbury",1
"4254","1997","10",39.4,"Sunbury",1
"4255","1997","11",68.4,"Sunbury",1
"4256","1997","12",7.4,"Sunbury",1
"4257","1998","1",37.6,"Sunbury",0
"4258","1998","2",34.4,"Sunbury",0
"4259","1998","3",2.2,"Sunbury",0
"4260","1998","4",46.8,"Sunbury",0
"4261","1998","5",26.6,"Sunbury",0
"4262","1998","6",38.8,"Sunbury",0
"4263","1998","7",37.8,"Sunbury",1
"4264","1998","8",24.2,"Sunbury",1
"4265","1998","9",18.6,"Sunbury",1
"4266","1998","10",38.1,"Sunbury",1
"4267","1998","11",83,"Sunbury",1
"4268","1998","12",58.8,"Sunbury",1
"4269","1999","1",78,"Sunbury",0
"4270","1999","2",51.2,"Sunbury",0
"4271","1999","3",36.8,"Sunbury",0
"4272","1999","4",15.2,"Sunbury",0
"4273","1999","5",23,"Sunbury",0
"4274","1999","6",31.2,"Sunbury",0
"4275","1999","8",67.2,"Sunbury",1
"4276","1999","9",33,"Sunbury",1
"4277","1999","10",49.4,"Sunbury",1
"4278","1999","11",36.6,"Sunbury",1
"4279","2000","1",54.4,"Sunbury",0
"4280","2000","2",37.8,"Sunbury",0
"4281","2000","3",23.8,"Sunbury",0
"4282","2000","4",41.8,"Sunbury",0
"4283","2000","5",72.2,"Sunbury",0
"4284","2000","6",35.4,"Sunbury",0
"4285","2000","7",45,"Sunbury",1
"4286","2000","8",32.2,"Sunbury",1
"4287","2000","10",132.2,"Sunbury",1
"4288","2000","11",41.2,"Sunbury",1
"4289","2000","12",18.8,"Sunbury",1
"4290","2001","1",15.8,"Sunbury",0
"4291","2001","2",12.8,"Sunbury",0
"4292","2001","3",90.2,"Sunbury",0
"4293","2001","5",20.8,"Sunbury",0
"4294","2001","6",33,"Sunbury",0
"4295","2001","7",20.6,"Sunbury",1
"4296","2001","8",45.8,"Sunbury",1
"4297","2001","9",19.2,"Sunbury",1
"4298","2001","10",72.4,"Sunbury",1
"4299","2001","11",59.6,"Sunbury",1
"4300","2002","1",31.2,"Sunbury",0
"4301","2002","2",65,"Sunbury",0
"4302","2002","3",43.8,"Sunbury",0
"4303","2002","4",37.2,"Sunbury",0
"4304","2002","5",23,"Sunbury",0
"4305","2002","6",23.4,"Sunbury",0
"4306","2002","7",36.2,"Sunbury",1
"4307","2002","8",29.2,"Sunbury",1
"4308","2002","9",16,"Sunbury",1
"4309","2002","10",34,"Sunbury",1
"4310","2002","11",15.8,"Sunbury",1
"4311","2002","12",13.2,"Sunbury",1
"4312","2003","3",17.2,"Sunbury",0
"4313","2003","4",54.4,"Sunbury",0
"4314","2003","7",52.6,"Sunbury",1
"4315","2003","9",31.2,"Sunbury",1
"4316","2003","10",76.6,"Sunbury",1
"4317","2003","11",30.8,"Sunbury",1
"4318","2004","2",10.6,"Sunbury",0
"4319","2004","4",47,"Sunbury",0
"4320","2004","5",20.4,"Sunbury",0
"4321","2004","7",42.2,"Sunbury",1
"4322","2004","8",66.8,"Sunbury",1
"4323","2004","11",91.2,"Sunbury",1
"4324","2004","12",86.8,"Sunbury",1
"4325","2005","2",174.8,"Sunbury",0
"4326","2005","3",6.2,"Sunbury",0
"4327","2005","4",24.4,"Sunbury",0
"4328","2005","6",26,"Sunbury",0
"4329","2005","8",66.6,"Sunbury",1
"4330","2005","9",33.8,"Sunbury",1
"4331","2005","10",34,"Sunbury",1
"4332","2005","12",58,"Sunbury",1
"4333","2006","1",50.2,"Sunbury",0
"4334","2006","2",37.2,"Sunbury",0
"4335","2006","3",7.8,"Sunbury",0
"4336","2006","4",41.2,"Sunbury",0
"4337","2006","5",41.2,"Sunbury",0
"4338","2006","6",14,"Sunbury",0
"4339","2006","7",61.2,"Sunbury",1
"4340","2006","11",49.2,"Sunbury",1
"4341","2006","12",9.4,"Sunbury",1
"4342","2007","1",13.6,"Sunbury",0
"4343","2007","3",41.6,"Sunbury",0
"4344","2007","4",35.4,"Sunbury",0
"4345","2007","5",34.8,"Sunbury",0
"4346","2007","6",56.2,"Sunbury",0
"4347","2007","7",41.8,"Sunbury",1
"4348","2007","9",9.2,"Sunbury",1
"4349","2007","10",6.2,"Sunbury",1
"4350","2007","12",14.4,"Sunbury",1
"4351","2008","1",39.6,"Sunbury",0
"4352","2008","2",26,"Sunbury",0
"4353","2008","5",37,"Sunbury",0
"4354","2008","7",45.8,"Sunbury",1
"4355","2008","8",62.8,"Sunbury",1
"4356","2008","9",24.6,"Sunbury",1
"4357","2008","10",8.8,"Sunbury",1
"4358","2008","11",42,"Sunbury",1
"4359","2008","12",133.6,"Sunbury",1
"4360","2009","2",14,"Sunbury",0
"4361","2009","3",30.8,"Sunbury",0
"4362","2009","4",11.6,"Sunbury",0
"4363","2009","5",15.8,"Sunbury",0
"4364","2009","8",29.6,"Sunbury",1
"4365","2009","10",8,"Sunbury",1
"4366","2009","11",37,"Sunbury",1
"4367","2011","1",138.5,"Sunbury",0
"4368","2011","2",89.9,"Sunbury",0
"4369","2011","3",32.1,"Sunbury",0
"4370","2011","5",65.1,"Sunbury",0
"4371","2011","6",27.8,"Sunbury",0
"4372","2011","7",26.8,"Sunbury",1
"4373","2011","8",17.4,"Sunbury",1
"4374","2011","9",66.2,"Sunbury",1
"4375","2011","11",91.6,"Sunbury",1
"4376","2011","12",46,"Sunbury",1
"4377","2012","5",48.9,"Sunbury",0
"4378","2012","10",28.2,"Sunbury",1
"4379","2012","11",30.4,"Sunbury",1
"4380","2013","3",62.2,"Sunbury",0
"4381","2013","4",21.1,"Sunbury",0
"4382","2013","5",21.8,"Sunbury",0
"4383","2013","6",123,"Sunbury",0
"4384","2013","7",61.9,"Sunbury",1
"4385","2013","8",39.3,"Sunbury",1
"4386","2013","9",74.3,"Sunbury",1
"4387","2013","10",58.3,"Sunbury",1
"4388","2013","11",51,"Sunbury",1
"4389","2014","3",19,"Sunbury",0
"4390","2014","4",64.3,"Sunbury",0
"4391","1996","1",81,"SwiftsCreek",0
"4392","1996","2",82.4,"SwiftsCreek",0
"4393","1996","3",17.4,"SwiftsCreek",0
"4394","1996","4",82.2,"SwiftsCreek",0
"4395","1996","5",49.8,"SwiftsCreek",0
"4396","1996","6",22,"SwiftsCreek",0
"4397","1996","7",35.6,"SwiftsCreek",1
"4398","1996","8",38.6,"SwiftsCreek",1
"4399","1996","9",26.8,"SwiftsCreek",1
"4400","1996","10",41.2,"SwiftsCreek",1
"4401","1996","11",80.8,"SwiftsCreek",1
"4402","1996","12",41.5,"SwiftsCreek",1
"4403","1997","1",54,"SwiftsCreek",0
"4404","1997","2",5.2,"SwiftsCreek",0
"4405","1997","3",62.6,"SwiftsCreek",0
"4406","1997","4",2.6,"SwiftsCreek",0
"4407","1997","5",29.8,"SwiftsCreek",0
"4408","1997","6",47.2,"SwiftsCreek",0
"4409","1997","7",12.2,"SwiftsCreek",1
"4410","1997","8",7.4,"SwiftsCreek",1
"4411","1997","9",37,"SwiftsCreek",1
"4412","1997","10",51,"SwiftsCreek",1
"4413","1997","11",33.5,"SwiftsCreek",1
"4414","1997","12",45.8,"SwiftsCreek",1
"4415","1998","1",30.4,"SwiftsCreek",0
"4416","1998","2",35.6,"SwiftsCreek",0
"4417","1998","3",10.8,"SwiftsCreek",0
"4418","1998","4",13.6,"SwiftsCreek",0
"4419","1998","5",14.2,"SwiftsCreek",0
"4420","1998","6",201.9,"SwiftsCreek",0
"4421","1998","7",35.2,"SwiftsCreek",1
"4422","1998","8",76.2,"SwiftsCreek",1
"4423","1998","9",24.6,"SwiftsCreek",1
"4424","1998","10",48,"SwiftsCreek",1
"4425","1998","11",111.4,"SwiftsCreek",1
"4426","1998","12",45.6,"SwiftsCreek",1
"4427","1999","1",98.9,"SwiftsCreek",0
"4428","1999","2",83,"SwiftsCreek",0
"4429","1999","3",65,"SwiftsCreek",0
"4430","1999","4",55.7,"SwiftsCreek",0
"4431","1999","5",18.8,"SwiftsCreek",0
"4432","1999","6",24.5,"SwiftsCreek",0
"4433","1999","7",19.6,"SwiftsCreek",1
"4434","1999","8",25.7,"SwiftsCreek",1
"4435","1999","9",45.3,"SwiftsCreek",1
"4436","1999","10",47.1,"SwiftsCreek",1
"4437","1999","11",22.9,"SwiftsCreek",1
"4438","1999","12",62.2,"SwiftsCreek",1
"4439","2000","1",15.2,"SwiftsCreek",0
"4440","2000","2",22.5,"SwiftsCreek",0
"4441","2000","3",48.4,"SwiftsCreek",0
"4442","2000","4",57.4,"SwiftsCreek",0
"4443","2000","5",58.4,"SwiftsCreek",0
"4444","2000","6",40,"SwiftsCreek",0
"4445","2000","7",30.4,"SwiftsCreek",1
"4446","2000","8",34,"SwiftsCreek",1
"4447","2000","9",52.6,"SwiftsCreek",1
"4448","2000","10",46.9,"SwiftsCreek",1
"4449","2000","11",59.8,"SwiftsCreek",1
"4450","2000","12",21.6,"SwiftsCreek",1
"4451","2001","1",52.6,"SwiftsCreek",0
"4452","2001","2",75.6,"SwiftsCreek",0
"4453","2001","3",32.2,"SwiftsCreek",0
"4454","2001","4",41.2,"SwiftsCreek",0
"4455","2001","5",21.9,"SwiftsCreek",0
"4456","2001","6",47.1,"SwiftsCreek",0
"4457","2001","7",62.8,"SwiftsCreek",1
"4458","2001","8",52.4,"SwiftsCreek",1
"4459","2001","9",85.9,"SwiftsCreek",1
"4460","2001","10",72.6,"SwiftsCreek",1
"4461","2001","11",85,"SwiftsCreek",1
"4462","2001","12",31.6,"SwiftsCreek",1
"4463","2002","1",61.8,"SwiftsCreek",0
"4464","2002","2",80.4,"SwiftsCreek",0
"4465","2002","3",48.4,"SwiftsCreek",0
"4466","2002","4",52.4,"SwiftsCreek",0
"4467","2002","5",13.8,"SwiftsCreek",0
"4468","2002","6",66.8,"SwiftsCreek",0
"4469","2002","7",8.5,"SwiftsCreek",1
"4470","2002","8",17.8,"SwiftsCreek",1
"4471","2002","9",25.4,"SwiftsCreek",1
"4472","2002","10",23.2,"SwiftsCreek",1
"4473","2002","11",46.6,"SwiftsCreek",1
"4474","2002","12",23.6,"SwiftsCreek",1
"4475","2003","1",6.9,"SwiftsCreek",0
"4476","2003","2",13,"SwiftsCreek",0
"4477","2003","3",25.8,"SwiftsCreek",0
"4478","2003","4",44.4,"SwiftsCreek",0
"4479","2003","5",17,"SwiftsCreek",0
"4480","2003","6",27.3,"SwiftsCreek",0
"4481","2003","7",26.6,"SwiftsCreek",1
"4482","2003","8",52.8,"SwiftsCreek",1
"4483","2003","9",35.4,"SwiftsCreek",1
"4484","2003","10",66.4,"SwiftsCreek",1
"4485","2003","11",49.2,"SwiftsCreek",1
"4486","2003","12",94.2,"SwiftsCreek",1
"4487","2004","1",32.6,"SwiftsCreek",0
"4488","2004","2",18,"SwiftsCreek",0
"4489","2004","3",5.8,"SwiftsCreek",0
"4490","2004","4",68.6,"SwiftsCreek",0
"4491","2004","5",27.4,"SwiftsCreek",0
"4492","2004","6",20.4,"SwiftsCreek",0
"4493","2004","7",33.2,"SwiftsCreek",1
"4494","2004","8",32.2,"SwiftsCreek",1
"4495","2004","9",55.2,"SwiftsCreek",1
"4496","2004","10",26.4,"SwiftsCreek",1
"4497","2004","11",87.8,"SwiftsCreek",1
"4498","2004","12",83.8,"SwiftsCreek",1
"4499","2005","1",47.8,"SwiftsCreek",0
"4500","2005","2",76.2,"SwiftsCreek",0
"4501","2005","3",24,"SwiftsCreek",0
"4502","2005","4",23.2,"SwiftsCreek",0
"4503","2005","5",5.4,"SwiftsCreek",0
"4504","2005","6",53.9,"SwiftsCreek",0
"4505","2005","7",89.8,"SwiftsCreek",1
"4506","2005","8",58.4,"SwiftsCreek",1
"4507","2005","9",68.4,"SwiftsCreek",1
"4508","2005","10",30.2,"SwiftsCreek",1
"4509","2005","11",73.4,"SwiftsCreek",1
"4510","2005","12",41.2,"SwiftsCreek",1
"4511","2006","1",70.6,"SwiftsCreek",0
"4512","2006","2",3.8,"SwiftsCreek",0
"4513","2006","3",21,"SwiftsCreek",0
"4514","2006","4",30,"SwiftsCreek",0
"4515","2006","5",62.1,"SwiftsCreek",0
"4516","2006","6",39.8,"SwiftsCreek",0
"4517","2006","7",27.2,"SwiftsCreek",1
"4518","2006","8",34,"SwiftsCreek",1
"4519","2006","9",42.4,"SwiftsCreek",1
"4520","2006","10",4,"SwiftsCreek",1
"4521","2006","11",25.2,"SwiftsCreek",1
"4522","2006","12",17.1,"SwiftsCreek",1
"4523","2007","1",18.2,"SwiftsCreek",0
"4524","2007","2",28.2,"SwiftsCreek",0
"4525","2007","3",39.8,"SwiftsCreek",0
"4526","2007","4",35.4,"SwiftsCreek",0
"4527","2007","5",22.6,"SwiftsCreek",0
"4528","2007","6",168.6,"SwiftsCreek",0
"4529","2007","7",29.6,"SwiftsCreek",1
"4530","2007","8",19.2,"SwiftsCreek",1
"4531","2007","9",22.4,"SwiftsCreek",1
"4532","2007","10",21.3,"SwiftsCreek",1
"4533","2007","11",103.8,"SwiftsCreek",1
"4534","2007","12",47,"SwiftsCreek",1
"4535","2008","1",51.6,"SwiftsCreek",0
"4536","2008","2",59.8,"SwiftsCreek",0
"4537","2008","3",18.1,"SwiftsCreek",0
"4538","2008","4",15.2,"SwiftsCreek",0
"4539","2008","5",18.4,"SwiftsCreek",0
"4540","2008","6",14.6,"SwiftsCreek",0
"4541","2008","7",57.8,"SwiftsCreek",1
"4542","2008","8",29.4,"SwiftsCreek",1
"4543","2008","9",41.2,"SwiftsCreek",1
"4544","2008","10",6.9,"SwiftsCreek",1
"4545","2008","11",94.8,"SwiftsCreek",1
"4546","2008","12",37.2,"SwiftsCreek",1
"4547","2009","1",26.6,"SwiftsCreek",0
"4548","2009","2",4.6,"SwiftsCreek",0
"4549","2009","3",30.7,"SwiftsCreek",0
"4550","2009","4",37.4,"SwiftsCreek",0
"4551","2009","5",14,"SwiftsCreek",0
"4552","2009","6",9.9,"SwiftsCreek",0
"4553","2009","7",17.7,"SwiftsCreek",1
"4554","2009","8",37.4,"SwiftsCreek",1
"4555","2009","9",63,"SwiftsCreek",1
"4556","2009","10",83.6,"SwiftsCreek",1
"4557","2009","11",69.9,"SwiftsCreek",1
"4558","2009","12",43.4,"SwiftsCreek",1
"4559","2010","1",69.2,"SwiftsCreek",0
"4560","2010","2",135.6,"SwiftsCreek",0
"4561","2010","3",65.4,"SwiftsCreek",0
"4562","2010","4",26.3,"SwiftsCreek",0
"4563","2010","5",40.6,"SwiftsCreek",0
"4564","2010","6",41.8,"SwiftsCreek",0
"4565","2010","7",14.2,"SwiftsCreek",1
"4566","2010","8",66.6,"SwiftsCreek",1
"4567","2010","9",27,"SwiftsCreek",1
"4568","2010","10",89.4,"SwiftsCreek",1
"4569","2010","11",69,"SwiftsCreek",1
"4570","2010","12",85.6,"SwiftsCreek",1
"4571","2011","1",25.8,"SwiftsCreek",0
"4572","2011","2",79.4,"SwiftsCreek",0
"4573","2011","3",74.2,"SwiftsCreek",0
"4574","2011","4",14.6,"SwiftsCreek",0
"4575","2011","5",47.8,"SwiftsCreek",0
"4576","2011","6",41.2,"SwiftsCreek",0
"4577","2011","7",99.3,"SwiftsCreek",1
"4578","2011","8",71,"SwiftsCreek",1
"4579","2011","9",47.8,"SwiftsCreek",1
"4580","2011","10",65.8,"SwiftsCreek",1
"4581","2011","11",116.9,"SwiftsCreek",1
"4582","2011","12",68.6,"SwiftsCreek",1
"4583","2012","1",7.8,"SwiftsCreek",0
"4584","2012","2",116.6,"SwiftsCreek",0
"4585","2012","3",176.4,"SwiftsCreek",0
"4586","2012","4",12.2,"SwiftsCreek",0
"4587","2012","5",40.6,"SwiftsCreek",0
"4588","2012","6",115.4,"SwiftsCreek",0
"4589","2012","7",27.2,"SwiftsCreek",1
"4590","2012","8",27.7,"SwiftsCreek",1
"4591","2012","9",59.2,"SwiftsCreek",1
"4592","2012","10",51.6,"SwiftsCreek",1
"4593","2012","11",67.6,"SwiftsCreek",1
"4594","2012","12",37.6,"SwiftsCreek",1
"4595","2013","1",23.4,"SwiftsCreek",0
"4596","2013","2",77.4,"SwiftsCreek",0
"4597","2013","3",34,"SwiftsCreek",0
"4598","2013","4",48.4,"SwiftsCreek",0
"4599","2013","5",3.6,"SwiftsCreek",0
"4600","2013","6",71.4,"SwiftsCreek",0
"4601","2013","7",23.4,"SwiftsCreek",1
"4602","2013","8",53.7,"SwiftsCreek",1
"4603","2013","9",51,"SwiftsCreek",1
"4604","2013","10",80,"SwiftsCreek",1
"4605","2013","11",37,"SwiftsCreek",1
"4606","2013","12",69.9,"SwiftsCreek",1
"4607","2014","1",30,"SwiftsCreek",0
"4608","2014","2",6.6,"SwiftsCreek",0
"4609","2014","3",36.4,"SwiftsCreek",0
"4610","2014","4",69.8,"SwiftsCreek",0
"4611","2014","5",34,"SwiftsCreek",0
"4612","2014","6",72.2,"SwiftsCreek",0
"4613","2014","7",11.2,"SwiftsCreek",1
"4614","2014","8",58.8,"SwiftsCreek",1
"4615","2014","9",51.2,"SwiftsCreek",1
"4616","2014","10",49.6,"SwiftsCreek",1
"4617","2014","11",44,"SwiftsCreek",1
"4618","2014","12",144,"SwiftsCreek",1
"4619","2015","1",56.4,"SwiftsCreek",0
"4620","2015","2",51.4,"SwiftsCreek",0
"4621","2015","3",4.4,"SwiftsCreek",0
"4622","2015","4",106.6,"SwiftsCreek",0
"4623","2015","5",27.8,"SwiftsCreek",0
"4624","2015","6",43.4,"SwiftsCreek",0
"4625","2015","7",73.6,"SwiftsCreek",1
"4626","2015","8",51.2,"SwiftsCreek",1
"4627","2015","9",30.2,"SwiftsCreek",1
"4628","2015","10",57.2,"SwiftsCreek",1
"4629","2015","11",69.4,"SwiftsCreek",1
"4630","2015","12",41,"SwiftsCreek",1
"4631","2016","1",0,"SwiftsCreek",0
"4632","2016","1",155.8,"SwiftsCreek",0
"4633","2016","2",77,"SwiftsCreek",0
"4634","2016","3",77.2,"SwiftsCreek",0
"4635","2016","4",11.4,"SwiftsCreek",0
"4636","2016","5",41.8,"SwiftsCreek",0
"4637","2016","6",93.8,"SwiftsCreek",0
"4638","2016","7",120.8,"SwiftsCreek",1
"4639","1996","1",20.6,"Telopea Downs",0
"4640","1996","2",25.4,"Telopea Downs",0
"4641","1996","3",6.6,"Telopea Downs",0
"4642","1996","4",18.4,"Telopea Downs",0
"4643","1996","5",15.4,"Telopea Downs",0
"4644","1996","6",75.8,"Telopea Downs",0
"4645","1996","7",59,"Telopea Downs",1
"4646","1996","8",56,"Telopea Downs",1
"4647","1996","9",75,"Telopea Downs",1
"4648","1996","10",17.8,"Telopea Downs",1
"4649","1996","11",5,"Telopea Downs",1
"4650","1996","12",9.8,"Telopea Downs",1
"4651","1997","1",23.2,"Telopea Downs",0
"4652","1997","2",26.4,"Telopea Downs",0
"4653","1997","3",5.4,"Telopea Downs",0
"4654","1997","4",2.2,"Telopea Downs",0
"4655","1997","5",49.7,"Telopea Downs",0
"4656","1997","6",13.2,"Telopea Downs",0
"4657","1997","7",14.6,"Telopea Downs",1
"4658","1997","8",57.6,"Telopea Downs",1
"4659","1997","9",62.4,"Telopea Downs",1
"4660","1997","10",23.8,"Telopea Downs",1
"4661","1997","11",25.4,"Telopea Downs",1
"4662","1997","12",7.2,"Telopea Downs",1
"4663","1998","1",28.6,"Telopea Downs",0
"4664","1998","2",16.8,"Telopea Downs",0
"4665","1998","3",4.8,"Telopea Downs",0
"4666","1998","4",56.8,"Telopea Downs",0
"4667","1998","5",25.8,"Telopea Downs",0
"4668","1998","6",34.8,"Telopea Downs",0
"4669","1998","7",42.4,"Telopea Downs",1
"4670","1998","8",26.2,"Telopea Downs",1
"4671","1998","9",44.8,"Telopea Downs",1
"4672","1998","10",50.6,"Telopea Downs",1
"4673","1998","11",14.8,"Telopea Downs",1
"4674","1998","12",13.2,"Telopea Downs",1
"4675","1999","1",15.2,"Telopea Downs",0
"4676","1999","2",31.2,"Telopea Downs",0
"4677","1999","3",58,"Telopea Downs",0
"4678","1999","4",0.6,"Telopea Downs",0
"4679","1999","5",49.2,"Telopea Downs",0
"4680","1999","6",26.4,"Telopea Downs",0
"4681","1999","7",36.4,"Telopea Downs",1
"4682","1999","8",46,"Telopea Downs",1
"4683","1999","9",32.2,"Telopea Downs",1
"4684","1999","10",48.4,"Telopea Downs",1
"4685","1999","11",46.2,"Telopea Downs",1
"4686","1999","12",45.8,"Telopea Downs",1
"4687","2000","1",3.8,"Telopea Downs",0
"4688","2000","2",82.6,"Telopea Downs",0
"4689","2000","3",15.4,"Telopea Downs",0
"4690","2000","4",29.2,"Telopea Downs",0
"4691","2000","5",18.4,"Telopea Downs",0
"4692","2000","6",27.8,"Telopea Downs",0
"4693","2000","7",55.8,"Telopea Downs",1
"4694","2000","8",36.6,"Telopea Downs",1
